url,page,id,section,tabs,section_title,section_subtitle,chart_title,chart_subtitle,footnote,source
/energy/electricity/generation,electricity-generation-overview,indiaPowerMap,retired,oil-gas,India Power Map - Retired,,India Power Map- Retired,As on April 2025,"The capacity of Gas plants is 10 MW less than the official reported installed capacity, and reflecting in the overall Installed Capacity for all sources. Refer to Methodology. Utmost care has been taken to ensure that all maps used in the website conform to Survey of India boundaries. </br> Capacity and generation presented in the graph based on the geographical location of the power plant",CEA
/energy/electricity/generation,electricity-generation-overview,national-trend,national-trend,,,,National Level Electricity Installed Capacity and Generation Trends,from 2015-16 to 2025-26 as on 30th April 2025,,CEA & NPP
/energy/electricity/generation,electricity-generation-overview,capacity-addition-chart,net-capacity-trend,,,,Net Electricity Capacity Addition Trends,from 2015-16 to 2025-26 (in GW) as on 30th April 2025,,CEA & NPP
/energy/electricity/generation,electricity-generation-overview,table-sparkline,power-sources-trend-table,,,,,,,CEA & NPP
/energy/electricity/generation,electricity-generation-overview,top5-states-coal-map,quick-glance,installed capacity,A Quick Glance- States Assessment (Installed Capacity),,Top 5 States with Coal Electricity Capacity,(as on 30th April 2025),Capacity and generation presented in the graph based on the geographical location of the power plant.,CEA & NPP
/energy/electricity/generation,electricity-generation-overview,top5-states-coal-map,quick-glance,generation,A Quick Glance- States Assessment (Generation),,Top 5 States with Coal Electricity Generation,(as on 30th April 2025),Capacity and generation presented in the graph based on the geographical location of the power plant.,CEA & NPP
/energy/electricity/generation,electricity-generation-overview,top5-states-re-map,quick-glance,installed capacity,A Quick Glance- States Assessment (Installed Capacity),,"Top 5 States with Renewables Electricity Capacity 
(excl. Large Hydro)",(as on 30th April 2025),Capacity and generation presented in the graph based on the geographical location of the power plant.,MNRE & CEA
/energy/electricity/generation,electricity-generation-overview,top5-states-re-map,quick-glance,generation,A Quick Glance- States Assessment (Generation),,"Top 5 States with Renewables Electricity Generation 
(excl. Large Hydro)",(as on 30th April 2025),Capacity and generation presented in the graph based on the geographical location of the power plant.,MNRE & CEA
/energy/electricity/generation,electricity-generation-overview,top5-states-hydro-map,quick-glance,installed capacity,A Quick Glance- States Assessment (Installed Capacity),,Top 5 States with Large Hydro Electricity Capacity,(as on 30th April 2025),Capacity and generation presented in the graph based on the geographical location of the power plant.,CEA & NPP
/energy/electricity/generation,electricity-generation-overview,top5-states-hydro-map,quick-glance,generation,A Quick Glance- States Assessment (Generation),,Top 5 States with Large Hydro Electricity Generation,(as on 30th April 2025),Capacity and generation presented in the graph based on the geographical location of the power plant.,CEA & NPP
/energy/electricity/generation,electricity-generation-overview,daily-gen-generation,daily-generation,,Source-wise Daily Electricity Generation Trends,,Source-wise Daily Electricity Generation Trends,,The generation data for certain dates is unavailable on the source site (National Power Portal and Central Electricity Authority).,NPP
/energy/electricity/generation/capacity,electricity-generation-capacity,achart,,yearly,,,Source-wise Electricity Installed Capacity Trends,,FY 2025-26 data is updated as on April'25.,"MNRE & CEA
"
/energy/electricity/generation/capacity,electricity-generation-capacity,achart,,monthly,,,Source-wise Electricity Installed Capacity Trends,,Capacity presented in the graph based on the geographical location of the power plant.,"MNRE & CEA
"
/energy/electricity/generation/capacity,electricity-generation-capacity,achart-net,,yearly,,,Source-wise Net Electricity Capacity Addition Trends,,FY 2025-26 data is updated as on April'25.,"MNRE & CEA
"
/energy/electricity/generation/capacity,electricity-generation-capacity,achart-net,,monthly,,,Source-wise Net Electricity Capacity Addition Trends,,Net capacity addition presented in the graph is based on the geographical location of the power plant.,"MNRE & CEA
"
/energy/electricity/generation/capacity,electricity-generation-capacity,retired-chart,,yearly,,,Year on Year Retirement of Thermal Power Plants,,FY 2025-26 data is updated as on April'25.,"CEA
"
/energy/electricity/generation/capacity,electricity-generation-capacity,retired-chart,,monthly,,,Year on Year Retirement of Thermal Power Plants,,Retired capacity presented in the graph is based on the geographical location of the power plant.,"CEA
"
/energy/electricity/generation/capacity,electricity-generation-capacity,download-capacity-metatable-section,,geographical,Download the MetaData for Electricity Installed Capacity,,,,FY 2025-26 data is updated as on April'25.,MNRE & CEA
/energy/electricity/generation/capacity,electricity-generation-capacity,download-capacity-metatable-section,,allocation,Download the MetaData for Electricity Installed Capacity,,,,FY 2025-26 data is updated as on April'25.  <br> The unallocated capacity from the central sector is not included in the above table.,MNRE & CEA
/energy/electricity/generation/power-plant-details,electricity-generation-power-plant-details,plant-list,all,,Power Plants Database,,,,,"MNRE, CEA, & NPP "
/energy/electricity/generation/power-plant-details,electricity-generation-power-plant-details,plant-list,coal,pipeline,Coal Power Plants Database,,,,Data updated as per the latest report as on March'25,"MNRE, CEA, & NPP "
/energy/electricity/generation/power-plant-details,electricity-generation-power-plant-details,plant-list,hydro,pipeline,Hydro Power Plants Database,,,,Data updated as per the latest report as on April'25,CEA & NPP
/energy/electricity/generation/power-plant-details,electricity-generation-power-plant-details,plant-list,wind,pipeline,Wind Power Plants Database,,,,Data updated as per the latest report as on March'25,MNRE & CEA
/energy/electricity/generation/power-plant-details,electricity-generation-power-plant-details,plant-list,solar,pipeline,Solar Power Plants Database,,,,Data updated as per the latest report as on March'25,MNRE & CEA
/energy/electricity/generation/power-plant-details,electricity-generation-power-plant-details,plant-list,oil-gas,pipeline,Oil & Gas Power Plants Database,,,,Data updated as per the latest report as on March'25,CEA & NPP
/energy/electricity/generation/power-plant-details,electricity-generation-power-plant-details,plant-list,bio-power,,Bio Power Power Plants Database,,,,,"Multiple data sources (CEA, MNRE, State Power Corporation, etc)"
/energy/electricity/generation/power-plant-details,electricity-generation-power-plant-details,plant-list,nuclear,pipeline,Nuclear Power Power Plants Database,,,,Data updated as per the latest report as on April'25,"CEA, NPCIL & NPP"
/energy/electricity/generation/power-plant-details,electricity-generation-power-plant-details,plant-list,small-hydro,,Small Hydro Power Power Plants Database,,,,,"Multiple data sources (CEA, MNRE, State Power Corporation, etc)"
/energy/electricity/generation/power-plant-details,electricity-generation-power-plant-details,plant-list,storage,,Pumped Storage Power Power Plants Database,,,,,CEA & NPP
/energy/electricity/generation/power-generation,electricity-generation-power-generation,achart,,,,,Source-wise Electricity Generation Trends,,Generation presented in the graph based on the geographical location of the power plant.<br>,CEA & NPP
/energy/electricity/generation/power-generation,electricity-generation-power-generation,achart,,yearly-india,,,Source-wise Electricity Generation Trends,,FY 2025-26 data is updated as on April'25.<br>,CEA & NPP
/energy/electricity/generation/power-generation,electricity-generation-power-generation,achart,,yearly-state,,,Source-wise Electricity Generation Trends,,"FY 2025-26 data is updated for coal, oil & gas, nuclear, hydro, wind, and solar as on April'25 and for biopower and small hydro the data is updated till FY 2024-25.<br>",CEA & NPP
/energy/electricity/generation/power-generation,electricity-generation-power-generation,achart,,daily,,,Source-wise Electricity Generation Trends,,FY 2025-26 data is updated as on April'25. The generation data for certain dates is unavailable on the source site (National Power Portal and Central Electricity Authority).<br>,CEA & NPP
/energy/electricity/generation/power-generation,electricity-generation-power-generation,plant-list,,,,,Download the MetaData for Electricity Generation,,"Generation is based on the geographical location of the power plant. </br> FY 2025-26 data is updated for coal, oil & gas, nuclear, hydro, wind, and solar as on April'25 and for biopower and small hydro data is updated till FY 2024-25.",CEA & NPP
/energy/electricity/generation/plf,electricity-generation-plf,achart,,yearly-india,,,Source-wise Electricity PLF/CUF Trends,,FY 2025-26 data is updated as on April'25.,"The figures are calculated based on electricity capacity and generation data from MNRE & CEA.
"
/energy/electricity/generation/plf,electricity-generation-plf,achart,,yearly-state,,,Source-wise Electricity PLF/CUF Trends,,"PLF presented in the graph is based on the geographical location of the power plant.<br>FY 2025-26 data is updated for coal, oil & gas, nuclear, hydro, wind, and solar as on April'25 and for biopower and small hydro data is updated till FY 2024-25.","The figures are calculated based on electricity capacity and generation data from MNRE & CEA.
"
/energy/electricity/generation/plf,electricity-generation-plf,achart,,monthly-or-daily,,,Source-wise Electricity PLF/CUF Trends,,"PLF presented in the graph is based on the geographical location of the power plant.<br>FY 2025-26 data is updated for coal, oil & gas, nuclear, hydro, wind, and solar as on April'25 and for biopower and small hydro data is updated till FY 2024-25.","The figures are calculated based on electricity capacity and generation data from MNRE & CEA.
"
/energy/electricity/generation/plf,electricity-generation-plf,download-plf-metatable-section,,,Download the MetaData for Plant Load Factor,,,,"PLF is based on the geographical location of the power plant. </br> FY 2025-26 data is updated for coal, oil & gas, nuclear, hydro, wind, and solar as on April'25 and for biopower and small hydro data is updated till FY 2024-25.","The figures are calculated based on electricity capacity and generation data from MNRE & CEA.
"
/energy/electricity/generation/forced-outage,electricity-generation-forced-outage,achart,,coal,,,Source-wise Generation Loss Trends due to Forced Outages,,"FY 2025-26 data is updated as on 28th May'25 </br> From 2011-12 to 2014-15, the forced outages data is for outages days 25 and above only.",CEA & NPP
/energy/electricity/generation/forced-outage,electricity-generation-forced-outage,achart,,hydro,,,,,"For hydro, the forced outage data for 2019–20 is available up to July 30, 2019",CEA & NPP
/energy/electricity/generation/forced-outage,electricity-generation-forced-outage,achart,,nuclear,,,,,FY 2025-26 data is updated as on 28th May'25.,CEA & NPP
/energy/electricity/generation/forced-outage,electricity-generation-forced-outage,download-forced-meta-section,,,,,Download the MetaData for Forced Outages,,"FY 2025-26 data is updated as on 28th May'25 </br> From 2011-12 to 2014-15, the coal forced outages data is for outages days 25 and above only. For hydro, the data for forced outages for 2019-20 is upto 30th July'19.",CEA & NPP
/energy/electricity/generation/planned-outage,electricity-generation-planned-outage,achart,,,,,Source-wise Generation Loss Trends due to Planned Outages,,FY 2025-26 data is updated as on 28th May'25.,CEA & NPP
/energy/electricity/generation/planned-outage,electricity-generation-planned-outage,download-planned-meta-section,,,,,Download the MetaData for Planned Outages,,FY 2025-26 data is updated as on 28th May'25.,CEA & NPP
/energy/electricity/generation/co-emission,electricity-generation-co-emission,co2-chart,,,,,CO2 Emissions by Thermal Power Plants,,FY 2025-26 data is updated as on April'25,CEA
/energy/electricity/generation/pipeline-capacity/{{source}},electricity-generation-pipeline-capacity,power-plant-unit-table,,oil-gas,,,,,*The Installed Capacity of Diesel as on April\'25 589.2 MW,
/energy/electricity/generation/pipeline-capacity/{{source}},electricity-generation-pipeline-capacity,download-pipeline-table-data-section,,coal,Pipeline Power Plant,,,,Data updated as per the latest report as on March'25,CEA 
/energy/electricity/generation/pipeline-capacity/{{source}},electricity-generation-pipeline-capacity,download-pipeline-table-data-section,,hydro,Pipeline Power Plant,,,,Data updated as per the latest report as on April'25,CEA
/energy/electricity/generation/pipeline-capacity/{{source}},electricity-generation-pipeline-capacity,download-pipeline-table-data-section,,wind,Pipeline Power Projects,,,,Data updated as per the latest report as on March'25,MNRE & CEA
/energy/electricity/generation/pipeline-capacity/{{source}},electricity-generation-pipeline-capacity,download-pipeline-table-data-section,,solar,Pipeline Power Projects,,,,Data updated as per the latest report as on March'25,MNRE & CEA
/energy/electricity/generation/pipeline-capacity/{{source}},electricity-generation-pipeline-capacity,download-pipeline-table-data-section,,oil-gas,Pipeline Power Plant,,,,Data updated as per the latest report as on March'25,CEA
/energy/electricity/generation/pipeline-capacity/{{source}},electricity-generation-pipeline-capacity,download-pipeline-table-data-section,,nuclear,Pipeline Power Plant,,,,Data updated as per the latest report as on April'25,NPCIL & CEA
/energy/electricity/generation/pipeline-capacity/{{source}},electricity-generation-pipeline-capacity,bar-pipelineInfo,,coal,,,Status of Coal power plants in Pipeline (Year-on-Year) (in GW),,Data updated as per the latest report as on March'25,CEA 
/energy/electricity/generation/pipeline-capacity/{{source}},electricity-generation-pipeline-capacity,power-plant-timeline,,coal,,,History of Coal Power plants in India,,,CEA
/energy/electricity/generation/pipeline-capacity/{{source}},electricity-generation-pipeline-capacity,power-plant-timeline,,hydro,,,History of Hydro Power plants in India,,,CEA
/energy/electricity/generation/pipeline-capacity/{{source}},electricity-generation-pipeline-capacity,power-plant-timeline,,wind,,,History of Wind Power Projects in India,,,MNRE & CEA
/energy/electricity/generation/pipeline-capacity/{{source}},electricity-generation-pipeline-capacity,power-plant-timeline,,solar,,,History of Solar Power Projects in India,,,MNRE & CEA
/energy/electricity/generation/pipeline-capacity/{{source}},electricity-generation-pipeline-capacity,history-of-power-plant,,,,,{{selectedSource}} Historical Trend,Capacity Addition and No. of Power Plant Units (Since 1960),,
/energy/electricity/generation/pipeline-capacity/{{source}},electricity-generation-pipeline-capacity,energy-type-overview,,,,,{{selectedSource}} Energy Ownership Type Overview,Decadal trend : Ownership Pattern of Power Plants Since 1960,,
/energy/electricity/generation/pipeline-capacity/{{source}},electricity-generation-pipeline-capacity,powermap,,coal-hydro,,,{{selectedSource}} Power Plants in {{selectedState}},,,
/energy/electricity/generation/pipeline-capacity/{{source}},electricity-generation-pipeline-capacity,powermap,,wind-solar-biopower,,,{{selectedSource}} Power Projects in {{selectedState}} ,,,
/energy/electricity/generation/pipeline-capacity/{{source}},electricity-generation-pipeline-capacity,pipeline-capacity-page,,coal,,,,,,CEA
/energy/electricity/generation/pipeline-capacity/{{source}},electricity-generation-pipeline-capacity,pipeline-capacity-page,,hydro,,,,,,CEA
/energy/electricity/generation/pipeline-capacity/{{source}},electricity-generation-pipeline-capacity,pipeline-capacity-page,,wind,,,,,,MNRE & CEA
/energy/electricity/generation/pipeline-capacity/{{source}},electricity-generation-pipeline-capacity,pipeline-capacity-page,,solar,,,,,,MNRE & CEA
/energy/electricity/generation/pipeline-capacity/{{source}},electricity-generation-pipeline-capacity,pipeline-capacity-page,,oil-gas,,,,,,CEA
/energy/electricity/generation/pipeline-capacity/{{source}},electricity-generation-pipeline-capacity,pipeline-capacity-page,,bio-power,,,,,,"Multiple data sources (CEA, MNRE, State Power Corporation, etc)"
/energy/electricity/generation/pipeline-capacity/{{source}},electricity-generation-pipeline-capacity,pipeline-capacity-page,,nuclear,,,,,,NPCIL & CEA
/energy/electricity/generation/pipeline-capacity/{{source}},electricity-generation-pipeline-capacity,pipeline-capacity-page,,small-hydro,,,,,,"Multiple data sources (CEA, MNRE, State Power Corporation, etc)"
/energy/electricity/generation/pipeline-capacity/{{source}},electricity-generation-pipeline-capacity,pipeline-capacity-page,,storage,,,,,,CEA
/energy/electricity/generation/fuel-linkage,electricity-generation-fuel-linkage,fuelmap,,,,,Fuel-linkages for all Coal-based Power Plants,,,"CEA, Environmental Clearance document, and Power plant websites"
/energy/electricity/generation/fuel-consumption,electricity-generation-fuel-consumption,achart2,,,,,Coal Consumption in Power Plants,,,CEA
/energy/electricity/generation/fuel-consumption,electricity-generation-fuel-consumption,plant-list,,,Download the MetaData for Coal Consumption in Power Plants,,,,,CEA
/energy/electricity/generation/specific-coal-consumption,electricity-generation-specific-coal-consumption,achart2,,,,,Specific Coal Consumption in Power Plants,,,The figures are calculated based on actual data from CEA.
/energy/electricity/generation/specific-coal-consumption,electricity-generation-specific-coal-consumption,plant-list,,,Download the MetaData for Specific Coal Consumption,,,,,The figures are calculated based on actual data from CEA.
/energy/electricity/generation/aux-power-consumption,electricity-generation-aux-power-consumption,achart,,,,,Auxiliary Consumption Trends in Coal Power Plants,,,CEA
/energy/electricity/generation/aux-power-consumption,electricity-generation-aux-power-consumption,plant-list,,,Download the MetaData for Coal Power Plant Auxiliary Consumption,,,,,CEA
/energy/electricity/generation/technology-type,electricity-generation-technology-type,achart,,,,,Technology Share in Power Plants in India,,,CEA
/energy/electricity/generation/ramping-up-rate,electricity-generation-ramping-up-rate,achart,,,,,Plant-wise Ramping-Up Rate for Thermal Power Plants,,,Grid-India
/energy/electricity/generation/ramping-down-rate,electricity-generation-ramping-down-rate,achart,,,,,Plant-wise Ramping-Down Rate for Thermal Power Plants,,,Grid-India
/energy/electricity/generation/heat-rate,electricity-generation-heat-rate,achart,,,,,Design and Operating Heat Rate for Coal Power Plants,,,CEA
/energy/electricity/generation/fgd-status,electricity-generation-fgd-status,fgd-chart,,,,,Flue Gas Desulphurisation Status for Coal Power Plants,,,CEA
/energy/electricity/generation/water-source,electricity-generation-water-source,mapWater,,,,,Source of Water for Power Plants in India,,,ToR and ECs submitted by power plant operators
/energy/electricity/distribution,electricity-distribution,map,,,,,India's Electricity Distribution Map,,The data gaps for some of the states were covered by various methodologies. For details please refer to methodology section. Utmost care has been taken to ensure that all maps used in the website conform to Survey of India boundaries.,"SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution,electricity-distribution,demand-energy-sales-category-comparison,,,,, India Power Demand - Overview ,"Category Wise Electricity Sales Mix </br> <span style=""font-size: 14px"">from 2015-16 to 2023-24 (in MU) as on 31st March 2024</span>",,"SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution,electricity-distribution,integrated-peak-vs-energy,,,,,Year-on-Year Peak Demand and Electricity Met,from 2015-16 to 2025-26 as on 30th April 2025,,CEA
/energy/electricity/distribution,electricity-distribution,download-atc-td-comparison-chart-section,,,,,AT&C and T&D Losses (Average of all the DISCOMs),from 2015-16 to 2023-24 (in %) as on 31st March 2024,,"SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution,electricity-distribution,discoms-overview,,,Overview of the DISCOMs,,,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered. </br> Until the 2018-19, there was only one electricity distribution company in Jammu & Kashmir, known as the J&K Power Development Department. However, starting from 2019-20, it underwent a division into three separate DISCOMS. These new entities are referred to as the Jammu Power DISCOM, Kashmir Power DISCOM, and the Ladakh Power Development Department.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution,electricity-distribution,daily-gen-demand,,,,,Daily Peak Demand Met,,,Grid-India
/energy/electricity/distribution,electricity-distribution,daily-gen-energyMet,,,,, Daily Electricity Met ,,,Grid-India
/energy/electricity/distribution/pages/consumer-profile#no-of-consumers,electricity-distribution-pages-consumer-profile#no-of-consumers,multi-type-chart-no-of-consumers,,,,,Category-wise Number of Consumers,,The number of consumers data for 2011-12 is not available.,"Number of Consumers data is taken from General Review report, CEA."
/energy/electricity/distribution/national-level-consumption,electricity-distribution-national-level-consumption,achart,,peakDemand,,,{{selectedState}} Peak Electricity Demand Trends,,FY 2025-26 data is updated as on April'25,Grid-India & CEA
/energy/electricity/distribution/national-level-consumption,electricity-distribution-national-level-consumption,achart,,peakDemandMet,,,National & State-wise Peak Electricity Demand Met,,FY 2025-26 data is updated as on April'25,Grid-India & CEA
/energy/electricity/distribution/national-level-consumption,electricity-distribution-national-level-consumption,achart,,energyRequirement,,,National & State-wise Electricity Requirement,,FY 2025-26 data is updated as on April'25,Grid-India & CEA
/energy/electricity/distribution/national-level-consumption,electricity-distribution-national-level-consumption,achart,,energyMet,,,National & State-wise Electricity Supplied,,FY 2025-26 data is updated as on April'25,Grid-India & CEA
energy/electricity/distribution/national-level-consumption/load-curve,electricity-distribution-national-level-consumption-load-curve,multi-type-chart-yearly-demand-profile,,,Yearly Demand Profile,,,,Data for 2024 is from 1st January 2024 to 30th April 2024.,"Grid-India
"
energy/electricity/distribution/national-level-consumption/load-curve,electricity-distribution-national-level-consumption-load-curve,multi-type-chart-hourly-demand-profile,,,Daily Demand Profile,,,,Data for 2024 is from 1st January 2024 to 30th April 2024.,"Grid-India
"
energy/electricity/distribution/national-level-consumption/load-curve,electricity-distribution-national-level-consumption-load-curve,multi-type-chart-load-curve-duration,,,,,Load Duration,, Data for 2024 is from 1st January 2024 to 30th April 2024.,"Grid-India
"
/energy/electricity/distribution/consumer,electricity-distribution-consumer,consumer-chart,,consumers,,,Category-wise Number of Consumers,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/consumer,electricity-distribution-consumer,consumer-chart,,sales,,,Consumer Category-wise Electricity Sales,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/consumer,electricity-distribution-consumer,consumer-chart,,revenues,,,Consumer Category-wise Revenue from Sale of Power,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/consumer,electricity-distribution-consumer,consumer-chart,,connectedLoads,,,Consumer Category-wise Connected Load,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/consumer,electricity-distribution-consumer,consumer-chart,,tariffs,,,Consumer Category-wise Average Billing Rate,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/consumer,electricity-distribution-consumer,consumer-chart,,tariffsRange,,,Consumer Category-wise Actual Tariff Rates,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/operational-performance,electricity-distribution-operatinal-performance,operational-chart,,ACS,,,Average Cost of Supply Trends,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/operational-performance,electricity-distribution-operatinal-performance,operational-chart,,ARR,,,Average Revenue Realisation Trends,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/operational-performance,electricity-distribution-operatinal-performance,operational-chart,,BE,,,Billing Efficiency Trends,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/operational-performance,electricity-distribution-operatinal-performance,operational-chart,,CE,,,Collection Efficiency Trends,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/operational-performance,electricity-distribution-operatinal-performance,operational-chart,,AT&C,,,Aggregate Technical & Commercial Losses Trends,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/operational-performance,electricity-distribution-operatinal-performance,operational-chart,,TL,,,Transmission Losses Trends,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/operational-performance,electricity-distribution-operatinal-performance,operational-chart,,DL,,,Distribution Losses Trends,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/operational-performance,electricity-distribution-operatinal-performance,operational-chart,,T&D,,,Transmission and Distribution Losses Trends,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/power-purchase,electricity-distribution-power-purchase,cc-cost-chart,,fixedcost,,,Source-wise Fixed Cost Trends,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/power-purchase,electricity-distribution-power-purchase,cc-cost-chart,,variablecost,,,Source-wise Variable Cost Trends,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/power-purchase,electricity-distribution-power-purchase,cc-cost-chart,,totalcost,,,Source-wise Total Cost (Weighted Average) Trends,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/power-purchase,electricity-distribution-power-purchase,map,discoms-landing-page,,,,Distribution Companies in India,,,"SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/power-purchase,electricity-distribution-power-purchase,state-wise,,state,Electricity Purchase Share,,,,,"SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/power-purchase,electricity-distribution-power-purchase,sunburst-chart-1,,state,,,Source-wise Power Purchase Quantum (in MU),,,"SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/power-purchase,electricity-distribution-power-purchase,cc-totalCost-chart-1,,state,,,Source-wise Total Cost Trends (in Rs./kWh),,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/power-purchase,electricity-distribution-power-purchase,map,,discom,Discom,,,,,"SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/power-purchase,electricity-distribution-power-purchase,pie-chart,,discom,,,Source-wise Power Purchase Share,,,"SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/power-purchase,electricity-distribution-power-purchase,cc-cost-chart,,discom,,,,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/financial-health,electricity-distribution-financial-health,financial-health-chart,,PPC,,,Power Purchase Cost Trends,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/financial-health,electricity-distribution-financial-health,financial-health-chart,,EC,,,Employee Cost Trends,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/financial-health,electricity-distribution-financial-health,financial-health-chart,,IC,,,Interest Cost Trends,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/financial-health,electricity-distribution-financial-health,financial-health-chart,,DC,,,Depreciation Cost Trends,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/financial-health,electricity-distribution-financial-health,financial-health-chart,,TC,,,Total Cost Trends,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/financial-health,electricity-distribution-financial-health,financial-health-chart,,TR,,,Total Revenue Trends,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/financial-health,electricity-distribution-financial-health,financial-health-chart,,SB,,,Subsidy Booked Trends,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/financial-health,electricity-distribution-financial-health,financial-health-chart,,SR,,,Subsidy Received Trends,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
